,full_text,user_location,friends_count,followers_count,reply_count,retweet_count,favorite_count,created_date,manual_positivity,index
898,Why is Trump taking Regeneron when he claims Hydroxychloroquine is a cure?,,166,39,0,0,0,2020-10-02,neu,107323
899,"So, why isn't he taking hydroxychloroquine?","L.A. County, CA",932,373,0,1,3,2020-10-02,neu,107324
900,Just give him a combo Clorox/Lysol IV and some hydroxychloroquine and he will be back out on the road by monday.,"Miami, FL",500,2435,1,2,5,2020-10-02,neg,107325
901,Funny his doctor listed meds for today with no mention of hydroxychloroquine funny how that not mention at all. I wonder why. he's just a liar trump not his doctor,,6,0,0,0,1,2020-10-02,neg,107326
902,"@alexcutler247 He’ll be fine if he just takes hydroxychloroquine

#KARMA",Mar A Lago,2,3,1,0,1,2020-10-02,neu,107327
903,"@scchristopher77 @the_resistor @CNN Where’s Trumps miracle hydroxychloroquine drug? 

It’s like a miracle it just goes away! 

He needs to follow what he preaches! 

He pushed this medication like a drug salesman!

 If it was good for everyone else, it’s best for him, hypocrite! 

Did he lie about its efficiency? https://t.co/1UoI15mg3x",,88,1,0,0,1,2020-10-02,neg,107328
904,What happened to Hydroxychloroquine?,San Diego,663,3143,1,0,4,2020-10-02,neu,107329
905,"🎵🎵Anything can happen on Halloween
The President could catch Covid-19
Even with hydroxychloroquine
HAS ANYBODY SEEN MY TAMBOURINE🎵🎵 https://t.co/VwpwciATV3","New York, NY",460,989,0,4,11,2020-10-02,neg,107330
906,"Walter Reed, you can save us. All you have to do is give Trump hydroxychloroquine.","Schadenfreude, USA",25349,55549,5,6,31,2020-10-02,neg,107331
907,@PressSec @realDonaldTrump Why didn't they try injecting him with bleach or hydroxychloroquine?,,98,71,0,0,0,2020-10-02,neg,107332
908,"@Msdesignerlady @kodiak149 probably insisted on hydroxychloroquine, he's his own worst enemy","Manchester, England",376,386,0,0,1,2020-10-02,neg,107333
909,Wonder why trump isn’t taking hydroxychloroquine,New Jersey,541,547,3,0,4,2020-10-02,neu,107334
910,@JoyVBehar He’s not really sick. He’ll lay low for a few days and come out and say he was taking Hydroxychloroquine and it was a miracle cure. He’s going to sell the  rest of that shit !,The Grove,423,34,1,0,7,2020-10-02,neg,107335
911,Why isn't the president taking #Hydroxychloroquine? #TrumpCovid https://t.co/tJ3p8yLmLB,"Rehoboth Beach, DE",601,329,0,0,1,2020-10-02,neg,107336
912,@carolecadwalla I’m sure they have an abundant supply of hypochlorite and hydroxychloroquine for the president to take,,293,155,0,0,0,2020-10-02,neg,107337
913,@Oreocide I wonder if he’s been taking his Hydroxychloroquine 🥴🥴,"Montréal, Québec",943,545,0,0,0,2020-10-02,neg,107338
914,I thought #Hydroxychloroquine was going to prevent #COVID1919? #TrumpHasCovid #TrumpCovid #MAGA #Trump2020 #TrumpCovid19,Hunny Island,4581,2594,1,0,2,2020-10-02,neg,107339
915,"Why rush Trump to Walter Reed? Can't somebody at the WH just shove a bottle of bleach up his ass and give him a double dose of hydroxychloroquine for good measure? The virus is sure to go away, ...... like a miracle","Bogotá, Colombia",379,180,0,0,0,2020-10-02,neg,107340
916,@MidwestHedgie Also Hydroxychloroquine seems more for when you initially get the virus. The current treatment is relatively standard nowadays for hypoxia (prob preempting if).,"New York, NY",278,117,1,0,0,2020-10-02,pos,107341
917,@joncoopertweets Undergoing a course of Hydroxychloroquine and Lysol injections?,,794,425,0,0,3,2020-10-02,neg,107342
918,"@seanhannity Working hard, he’s on his way to Walter Reed Medical Center.  Is he taking the miracle drug #Hydroxychloroquine?  #Bleach?  These are the things he pushed “#WeThePeople to take.  Even told us to go back to work if we were symptom free?",,35,8,0,0,0,2020-10-02,neg,107343
919,@TalbertSwan Hydroxychloroquine stand back and stand by!!,World,4976,242,0,0,2,2020-10-02,neg,107344
920,Hydroxychloroquine? That CRAP? That was just bullshit for the base.,FmrUS,7494,7868,1,1,10,2020-10-02,neg,107345
921,"What happened to the hydroxychloroquine that Trump was continually touting. If it is so good, why isn't he taking it?
Hmmm.","Toronto, Ontario",610,5410,5,0,6,2020-10-02,neg,107346
922,"Despite #DonaldTrump use of hydroxychloroquine, and medical advice from Mike Lindell (My Pillow)
he still caught the virus. Looks like the work of George Soros",Close to Home,5,4,0,0,0,2020-10-02,neg,107347
923,"#TrumpCovid
IF TRUE that Trump has ""mild symptoms and good spirits"" but will spend some days at WalterReedHospital chiefly as logical precautionary measure in view of his age and weight (and the rapaciousness of a new virus he trivialized), will he insist on #Hydroxychloroquine?","""United"" States",344,932,0,0,1,2020-10-02,neu,107348
924,@DeeTwoCents Apparently hydroxychloroquine doesn't work?,,122,44,0,0,0,2020-10-02,neg,107349
925,Hydroxychloroquine is notably absent from this list🤔 https://t.co/4QdTKBx98Y,Los Angeles,245,42794,8,1,28,2020-10-02,neg,107350
926,"@JoshuUghh @piersmorgan The CDC put millions at risk,   don’t wear a mask...wait ..wear a mask.  And China is our biggest threat.....do your homework....and politicizing Hydroxychloroquine caused the deaths.....read.","Kapolei, Hawaii",358,69,1,0,8,2020-10-02,neg,107351
927,"Maybe @POTUS infected himself, so he can prove the Hydroxychloroquine works. Hmmmm #checkmate #TrumpCovid",,21,10,0,0,0,2020-10-02,neg,107352
928,"@TheRealHoarse The president said that he was taking hydroxychloroquine months ago when he had no symptoms, so I would be exceedingly careful in drawing any conclusions here.","California, USA",2128,362,0,0,0,2020-10-02,neu,107353
929,"Trump still hasn’t taken #Hydroxychloroquine yet... Shocking.
#TrumpHasCovid",,1710,314,0,0,0,2020-10-02,neg,107354
930,@PeterSchorschFL @TheRickWilson @ProjectLincoln @realDonaldTrump @AGGancarski They won't because they have stockpiled hydroxychloroquine😅,,57,0,0,0,0,2020-10-02,neg,107355
931,"🤔mild symptoms, not injecting bleach, not taking hydroxychloroquine but willing to be guinea pig? Doesn’t sound reassuring. Why isn’t Melania taking same? Is this getting through together?","Hawaii, USA",1290,900,0,0,0,2020-10-02,neg,107356
932,@realDonaldTrump is trying everything but hydroxychloroquine/ @Lysol. https://t.co/TKSuGabSpw,ये कहाँ आ गये हम,181,687,1,0,0,2020-10-02,neu,107357
933,@walidgellad where is the hydroxychloroquine?,,235,110,0,0,0,2020-10-02,neu,107358
934,Can’t we just give him hydroxychloroquine and hope for the best? And bring in that voodoo doctor too. Let’s see how much he believes his bullshit now. #TrumpVirus,"Sarasota, FL",239,60,0,0,0,2020-10-02,neg,107359
935,Notice how he didn’t take Hydroxychloroquine.,,223,129,0,0,3,2020-10-02,neg,107360
936,@NPR What happened to hydroxychloroquine?,,1034,431,0,0,0,2020-10-02,neu,107361
937,"Here we go! The President has been injected with an experimental cocktail... That would be the #Hydroxychloroquine and #DemonSemen I spoke about earlier. ""Standby"" for a MIRACULOUS recovery! #HoaxHicks
#tRump going to hospital after COVID-19 diagnosis https://t.co/s5LD7UGFx1",United States,8035,8067,0,2,0,2020-10-02,neg,107362
938,He not taking his hydroxychloroquine?,PHX,586,2830,0,0,1,2020-10-02,neg,107363
939,@LabelnoShow @Timcast Dude trump will just take Hydroxychloroquine and be just fine. Only people with leftist doctors die of covid.,Washington,4,4,0,0,0,2020-10-02,neg,107364
940,"@Alyssafarah @meridithmcgraw @realDonaldTrump Other important news — Trump is NOT taking hydroxychloroquine to treat his Coronavirus.

After having spent months dangerously pushing the drug on sick Americans desperate for a cure.
@POTUS @WhiteHouse @PressSec @GOP  🤪",USA,188,708,0,0,0,2020-10-02,neg,107365
941,@HuffPost Trump said several times that he was taking Hydroxychloroquine preventively to avoid getting coronavirus. What went wrong?,"Sundbyberg, Sverige",365,91,2,0,2,2020-10-02,neu,107366
942,"#Trump taken to hospital.  Don't worry folks, #bleach in his IV and plenty of  #Hydroxychloroquine he'll be well in no time at all.",The planet,2356,1289,0,0,6,2020-10-02,neg,107367
943,@davidmweissman @grantstern He has claimed in the recent past that he was taking hydroxychloroquine.,Il,358,68,0,0,0,2020-10-02,neu,107368
944,"@Richard_GP At least they haven’t opted for Hydroxychloroquine yet / again. 

We’ll REALLY be in trouble when they pull that syringe out of the tool kit",Warwickshire,540,2461,1,0,2,2020-10-02,neg,107369
945,"2/ And therefore, I 
-thank President Donald Trump, in advance, for his sacrifice to the nation
-demand that he standby his own recommendations
-take Hydroxychloroquine or internal applications of bleach and UV light,
-refuse any treatment recommended by scientists.","Santa Barbara, CA",485,424,0,1,3,2020-10-02,neg,107370
946,"@petelincoln48 @TLAVagabond Exactly what I was thinking! He may or may not have Covid 19 but he will use this for A) pushing his vaccines he had earlier mentioned that will be out November, B) cure himself with Hydroxychloroquine, C) Stop the states that declares No Mask Zone D) He used Contact Tracing!",,1090,1065,2,0,1,2020-10-02,neg,107371
947,Looks like hydroxychloroquine isnt the magic cure after all?,"Atlanta, GA",364,500,0,0,0,2020-10-02,neg,107372
948,7-year-old. Including hydroxychloroquine and bleach injection?,,808,322,0,0,0,2020-10-02,neg,107373
949,Viral Hydroxychloroquine Doctor Offers To Prescribe Trump Controversial Drug If DC Doctors Won’t via @nationalfile https://t.co/q4lEz6xtje,"N C, USA",2945,3311,0,0,0,2020-10-02,neu,107374
950,Dr. Brian Tyson said that Hydroxychloroquine cured a lot of patients.He also said that we don't need the vaccine and there is no need for the lockdown. It's impossible to be lockdown forever.The worst thing when people with no degree in medicine talk about treatment of the virus. https://t.co/TtT4YlvhBA,Abu Dhabi-UAE,3931,16130,3,18,20,2020-10-02,neg,107375
951,"@realDonaldTrump Be sure to take your Vitamin C, Vitamin D, Zinc and HYDROXYCHLOROQUINE 
🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽  ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️","Borger, Texas",57,13,0,0,0,2020-10-02,neg,107376
952,@newscomauHQ Trump said several times that he was taking Hydroxychloroquine preventively to avoid getting coronavirus. What went wrong?,"Sundbyberg, Sverige",365,91,0,1,3,2020-10-02,neg,107377
953,"He has now changed his mind. As a expert on such matters, I recommendation he should be treated with Hydroxychloroquine or inject bleach. Dr Noddy!",Manchester,335,251,0,0,0,2020-10-02,neg,107378
954,Not even pausing for hydroxychloroquine.,New York City,2518,24737,0,4,7,2020-10-02,pos,107379
955,"@realDonaldTrump @FLOTUS I hear you can drink bleach, inject disinfectants or shine light into the body and the virus (that is a hoax) will be gone...You can also try hydroxychloroquine...But dude: it is what it is!Thoughts and prayers",,169,17,0,0,0,2020-10-02,neg,107380
956,"@RetardGene yes, i do not see this angle either. ""to avoid the debate""? ""get sympathy""? ""prove efficacy of hydroxychloroquine""??",,739,118,0,0,0,2020-10-02,neg,107381
957,@DoYouEvenLif I really think they should pump him full of hydroxychloroquine!,"Washington, USA",4281,3711,0,0,0,2020-10-02,neg,107382
958,@CalebJHull Why doesnt he simply take Hydroxychloroquine ?,,97,5,0,0,0,2020-10-02,neg,107383
959,But I thought hydroxychloroquine would save him?!?!? #DumpTrump #DumpTrump2020,"Minneapolis, MN",720,76,0,0,0,2020-10-02,neg,107384
960,"@abc7breaking I thought this was just like the flu? I guess the daily hydroxychloroquine doses didn’t work, that’s odd. They should try Clorox or Lysol shots next","El Paso, TX",67,35,2,0,5,2020-10-02,neg,107385
961,why go to the hospital when you can take hydroxychloroquine and inject bleach into your veins?,,191,136,0,1,8,2020-10-02,neg,107386
962,"@WhiteHouse @realDonaldTrump @FLOTUS @VP @Mike_Pence @ABC @NBCNews @CBSNews @nprpolitics @NewsHour 

I'm not saying he and Melania are not sick but wasn't he taking hydroxychloroquine to not get Covid-19? So either he is lying about being sick or he was giving bad information",,174,40,0,0,0,2020-10-02,neu,107387
963,"@jimsciutto Why is he not taking hydroxychloroquine?

What does he have to lose?",,157,84,0,0,0,2020-10-02,neu,107388
964,"@PeterNavarro45 I thought  Hydroxychloroquine the bomb, Why does your boss need a special treatment and a helicopter if that was the solution to everything #BanPeterNavarro You guys should lay in the bed you made",,111,9,0,0,0,2020-10-02,neg,107389
965,"@GeorgeChings @wallstreet_god @mawarirej @TChivese @Davidmuchuchu @kmugova @matigary @Mavhure @Epidemiologists @JMangoya The Emergency use license for hydroxychloroquine issued by FDA on March 28 was actually revoked on June 15 because scientific evidence showed it was as good as taking ""nothing""👇🏿

 https://t.co/qN9tmICn0U",South Africa,974,1247,1,0,2,2020-10-02,neg,107390
966,@rulajebreal So he’s moved on from hydroxychloroquine!,United States,264,782,0,0,0,2020-10-02,neg,107391
967,"@sarahcpr Wasn't he taking those ""Miracle Pills"" Hydroxychloroquine. His condition must been considered pre-existing condition and his defunding of AHA wouldn't continue paying",Close to Home,5,4,0,0,0,2020-10-02,neg,107392
968,@SteveRustad1 The thing I'm not understanding is why didn't the Hydroxychloroquine work? Must have gotten off it.,NYC BABY,274,74,0,0,0,2020-10-02,neg,107393
969,@JJtheProfessor Gonna unblock you for one question. Why isn't trump taking hydroxychloroquine? Instead he is taking the super cocktail of antibodies like scientists have said.,"San Jose, CA",153,154,1,0,0,2020-10-02,neg,107394
970,"By no means do I wish harm on anyone. However, I did chuckle at the part that said he hadn’t received hydroxychloroquine after he tried to push it’s “effectiveness” in the months prior. #americaneedsanurse  https://t.co/WyjV0bu4b8","Odessa, TX",313,391,0,0,0,2020-10-02,neg,107395
971,@JStein_WaPo @4aPeoplesParty Lots and lots of bleach and hydroxychloroquine should fix the problem,,52,3,0,0,0,2020-10-02,neg,107396
972,But.... he was taking hydroxychloroquine..... https://t.co/bud5XRLt1i,United States,1257,208,0,0,0,2020-10-02,neg,107397
973,"@JenGriffinFNC @lrozen Is he taking hydroxychloroquine? How about …
https://t.co/hUBAnXbnsl","San Francisco, CA",1751,715,0,0,0,2020-10-02,neg,107398
974,"@ZekeEmanuel @MaxBoot Where's the hydroxychloroquine? Don't tell me @realDonaldTrump knows it doesn't work on covid?
Also, where's all the Trump evangelists now talking about acts of retribution for evil behaviour? Oh that's right, they're all a bunch of hypocrites.",Planet 🌍 Earth,3948,3752,0,0,1,2020-10-02,neg,107399
975,"@gregpmiller The docs are always cautious with any @POTUS, as the should be. He’s 74. It’s not going to be a walk in the park. Btw, I thought he was already on hydroxychloroquine?","Yuma, AZ",1675,2105,0,0,0,2020-10-02,neu,107400
976,@DavidJuurlink Where’s the hydroxychloroquine in this treatment regimen?,"Toronto, Ontario",886,292,0,0,2,2020-10-02,neg,107401
977,Why isn't #Trump taking #Hydroxychloroquine? I thought that was the cure him and his supporters were taughting? https://t.co/YA8I0pljJm,37°14′0″N 115°48′30″W,862,602,0,0,0,2020-10-02,neg,107402
978,@jeremyfaust Always good to experiment on a 70+ year old obese man who may or may not have had a stroke within 12 months and was taking Hydroxychloroquine (So he says) just a few months ago..... for a “mild” asymptomatic case of covid,Mars of which the moon is part,9,52,0,4,15,2020-10-02,neg,107403
